uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"bad6ac9f-a863-47d2-83e7-a1771525fca3","D19","BONA","BONA_001","BONA_001.basePlot.bgc","2023-07-10T18:53Z","2023-07-10T18:53Z","2023-08-31","BONA_001-O-23-20230710","A00000427822","BONA_001-O-23-20230710-PH","NEON.DOC.014048vO","O",4.02,3.60,3.0,20.0,6.7,3.0,40.0,13.4,,"0000-0002-0123-6184",
"b29c889e-34b1-46cb-9189-ff15b41ef9aa","D19","BONA","BONA_001","BONA_001.basePlot.bgc","2023-07-10T19:49Z","2023-07-10T19:49Z","2023-08-31","BONA_001-O-39-20230710","A00000427823","BONA_001-O-39-20230710-PH","NEON.DOC.014048vO","O",4.04,3.49,3.1,20.0,6.5,3.1,40.0,13.0,,"0000-0002-0123-6184",
"9d013593-8e97-451e-a990-579f75556111","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2023-07-10T19:54Z","2023-07-10T19:54Z","2023-08-31","BONA_013-O-39-20230710","A00000427653","BONA_013-O-39-20230710-PH","NEON.DOC.014048vO","O",3.96,3.41,3.0,20.0,6.8,3.0,40.0,13.5,,"0000-0002-0123-6184",
"a7bc5d4b-7701-422d-ab71-5f0463bc31bb","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2023-07-10T20:17Z","2023-07-10T20:17Z","2023-08-31","BONA_013-O-21-20230710","A00000427651","BONA_013-O-21-20230710-PH","NEON.DOC.014048vO","O",3.95,3.49,3.1,20.0,6.5,3.1,40.0,13.1,,"0000-0002-0123-6184",
"01b7e3c5-b1be-4057-9726-d98cf716c82a","D19","BONA","BONA_001","BONA_001.basePlot.bgc","2023-07-10T20:17Z","2023-07-10T20:17Z","2023-08-31","BONA_001-O-41-20230710","A00000427824","BONA_001-O-41-20230710-PH","NEON.DOC.014048vO","O",3.93,3.31,3.0,20.0,6.7,3.0,40.0,13.4,,"0000-0002-0123-6184",
"846480b8-2c52-4b6b-9cf5-62cf9cd69878","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2023-07-10T20:47Z","2023-07-10T20:47Z","2023-08-31","BONA_013-O-23-20230710","A00000427652","BONA_013-O-23-20230710-PH","NEON.DOC.014048vO","O",4.00,3.37,3.1,30.0,9.8,3.1,60.0,19.5,,"0000-0002-0123-6184",
"387f7b66-09a9-48c9-9f6e-496dec7e6026","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2023-07-10T22:49Z","2023-07-10T22:49Z","2023-08-31","BONA_006-O-23-20230710","A00000427831","BONA_006-O-23-20230710-PH","NEON.DOC.014048vO","O",4.12,3.56,3.0,30.0,9.9,3.0,60.0,19.8,,"0000-0002-0123-6184",
"c8aa4618-866a-431b-9216-1996060e1748","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2023-07-10T23:20Z","2023-07-10T23:20Z","2023-08-31","BONA_006-O-41-20230710","A00000427833","BONA_006-O-41-20230710-PH","NEON.DOC.014048vO","O",4.38,3.82,2.0,20.0,10.0,2.0,40.0,20.0,,"0000-0002-0123-6184",
"e8fda851-934a-471f-9298-bb775b5456ad","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2023-07-10T23:55Z","2023-07-10T23:55Z","2023-08-31","BONA_006-O-39-20230710","A00000427832","BONA_006-O-39-20230710-PH","NEON.DOC.014048vO","O",3.82,3.24,2.0,20.0,10.0,2.0,40.0,19.9,,"0000-0002-0123-6184",
"f1f0d857-19c6-4d80-a307-e866e076645e","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2023-07-11T18:28Z","2023-07-11T18:28Z","2023-08-31","BONA_009-O-39-20230711","A00000427835","BONA_009-O-39-20230711-PH","NEON.DOC.014048vO","O",3.85,3.27,3.1,20.0,6.5,3.1,40.0,13.1,,"0000-0002-0123-6184",
"c3c81799-1c81-4d69-afca-0592fe9d8a82","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2023-07-11T18:43Z","2023-07-11T18:43Z","2023-08-31","BONA_009-O-41-20230711","A00000427836","BONA_009-O-41-20230711-PH","NEON.DOC.014048vO","O",4.22,3.68,3.1,20.0,6.5,3.1,40.0,12.9,,"0000-0002-0123-6184",
"66be511c-70cb-444a-aa70-202975166723","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2023-07-11T19:11Z","2023-07-11T19:11Z","2023-08-31","BONA_009-O-23-20230711","A00000427834","BONA_009-O-23-20230711-PH","NEON.DOC.014048vO","O",4.32,3.68,3.1,20.0,6.5,3.1,40.0,13.0,,"0000-0002-0123-6184",
"30c10d24-66dd-45ad-a537-a955cc7caa1e","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2023-07-11T20:17Z","2023-07-11T20:17Z","2023-08-31","BONA_002-O-41-20230711","A00000427830","BONA_002-O-41-20230711-PH","NEON.DOC.014048vO","O",4.16,3.61,3.0,20.0,6.6,3.0,40.0,13.2,,"0000-0002-0123-6184",
