uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"abc495e3-79ac-4d21-b2a7-42e9478855c2","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2021-08-03T18:52Z","2021-08-03T18:52Z","TOOL_041-O-14-1-20210803",,"TOOL_041-O-14-1-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T17:07Z",2.020,7.020,4.440,1.066,0.484,,,"0000-0002-2117-4697",
"bb1bd12f-9009-4535-94da-2193897e038f","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2021-08-03T19:11Z","2021-08-03T19:11Z","TOOL_041-O-8-38.5-20210803",,"TOOL_041-O-8-38.5-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T17:09Z",2.030,7.030,3.430,2.571,0.280,,,"0000-0002-2117-4697",
"9a02d782-2dd6-49d8-aab6-f924af9a03ba","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2021-08-03T19:26Z","2021-08-03T19:26Z","TOOL_041-O-34.5-39-20210803",,"TOOL_041-O-34.5-39-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T17:08Z",2.020,7.020,2.930,4.495,0.182,,,"0000-0002-2117-4697",
"321f93fb-2911-4af7-b2aa-e8fe06bb6aa1","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2021-08-03T20:12Z","2021-08-03T20:12Z","TOOL_043-O-33.5-25-20210803",,"TOOL_043-O-33.5-25-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T16:56Z",2.040,7.050,2.790,5.680,0.150,,,"0000-0002-2117-4697",
"73fdacc3-87f7-4dba-adbb-ba1598fc47d6","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2021-08-03T20:28Z","2021-08-03T20:28Z","TOOL_043-O-33.5-13.5-20210803",,"TOOL_043-O-33.5-13.5-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T16:55Z",2.030,7.030,2.640,7.197,0.122,,,"0000-0002-2117-4697",
"621dbaf9-3b7c-4fa7-abc9-7000aca31f20","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2021-08-03T20:42Z","2021-08-03T20:42Z","TOOL_043-O-2.5-10-20210803",,"TOOL_043-O-2.5-10-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T16:55Z",2.020,7.020,2.350,14.152,0.066,,,"0000-0002-2117-4697",
"d8a55ae1-3f1e-4fd0-933d-757397f5c5a9","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2021-08-03T21:27Z","2021-08-03T21:27Z","TOOL_042-O-39.5-32-20210803",,"TOOL_042-O-39.5-32-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T17:09Z",2.000,7.010,2.730,5.863,0.146,,,"0000-0002-2117-4697",
"e1e59f1e-4313-4481-9c68-22908c474741","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2021-08-03T21:42Z","2021-08-03T21:42Z","TOOL_042-O-5.5-29.5-20210803",,"TOOL_042-O-5.5-29.5-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T17:08Z",2.040,7.040,2.530,9.204,0.098,,,"0000-0002-2117-4697",
"5309bf25-856e-4293-a4e1-1ae422c2f65e","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2021-08-03T22:00Z","2021-08-03T22:00Z","TOOL_042-O-14-9-20210803",,"TOOL_042-O-14-9-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T17:07Z",2.030,7.030,2.550,8.615,0.104,,,"0000-0002-2117-4697",
"5ec9d054-6c3d-46de-8313-27696fd1a6ec","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2021-08-03T23:01Z","2021-08-03T23:01Z","TOOL_044-O-21-33.5-20210803",,"TOOL_044-O-21-33.5-20210803-SM","NEON.DOC.014048vN","O","2021-08-07T01:28Z","2021-08-09T16:53Z",2.050,7.020,3.220,3.248,0.235,,,"0000-0002-2117-4697",
