uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"6aece880-7295-4689-a5dc-d16ff0e9be01","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T19:51Z","2021-06-22T19:51Z","HEAL_046-M-1.5-29-20210622","A00000307201","HEAL_046-M-1.5-29-20210622-SM","NEON.DOC.014048vN","M","2021-06-23T21:00Z","2021-06-26T22:22Z",2.290,7.290,3.750,2.425,0.292,,,"0000-0003-3744-1769",
"9d15d018-4f71-4b8c-a39b-df1e0a2d6237","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T19:51Z","2021-06-22T19:51Z","HEAL_046-O-1.5-29-20210622","A00000307217","HEAL_046-O-1.5-29-20210622-SM","NEON.DOC.014048vN","O","2021-06-23T21:00Z","2021-06-26T22:21Z",2.190,7.190,3.460,2.937,0.254,,,"0000-0003-3744-1769",
"860dfad9-f8aa-4b23-98df-efd9af48c211","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:28Z","2021-06-22T20:28Z","HEAL_046-O-8.5-7-20210622","A00000307218","HEAL_046-O-8.5-7-20210622-SM","NEON.DOC.014048vN","O","2021-06-23T21:00Z","2021-06-26T22:21Z",2.220,7.220,3.590,2.650,0.274,,,"0000-0003-3744-1769",
"339625ec-6acb-4db1-941f-368e9e319dcc","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:28Z","2021-06-22T20:28Z","HEAL_046-M-8.5-7-20210622","A00000307202","HEAL_046-M-8.5-7-20210622-SM","NEON.DOC.014048vN","M","2021-06-23T21:00Z","2021-06-26T22:22Z",2.190,12.190,8.630,0.553,0.644,,,"0000-0003-3744-1769",
"7f7b3c48-3961-4fca-a4bc-0d7733a03b2f","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:39Z","2021-06-22T20:39Z","HEAL_046-M-32.5-29.5-20210622","A00000307200","HEAL_046-M-32.5-29.5-20210622-SM","NEON.DOC.014048vN","M","2021-06-23T21:00Z","2021-06-26T22:21Z",2.200,7.200,3.230,3.854,0.206,,,"0000-0003-3744-1769",
"e3e58b04-982c-4b41-a55f-368967287247","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:39Z","2021-06-22T20:39Z","HEAL_046-O-32.5-29.5-20210622","A00000307357","HEAL_046-O-32.5-29.5-20210622-SM","NEON.DOC.014048vN","O","2021-06-23T21:00Z","2021-06-26T22:20Z",2.150,7.150,3.160,3.950,0.202,,,"0000-0003-3744-1769",
"09f9bc83-3b02-4e84-8387-7d141aea8df9","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T21:55Z","2021-06-22T21:55Z","HEAL_047-M-30-36.5-20210622","A00000307181","HEAL_047-M-30-36.5-20210622-SM","NEON.DOC.014048vN","M","2021-06-23T21:00Z","2021-06-26T22:23Z",2.280,12.280,10.200,0.263,0.792,,,"0000-0003-3744-1769",
"87389d00-9b42-48a6-a75f-0950ca445856","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T21:55Z","2021-06-22T21:55Z","HEAL_047-O-30-36.5-20210622","A00000307183","HEAL_047-O-30-36.5-20210622-SM","NEON.DOC.014048vN","O","2021-06-23T21:00Z","2021-06-26T22:23Z",2.300,7.300,3.600,2.846,0.260,,,"0000-0003-3744-1769",
"daa6facd-1e0f-4163-ad24-854df95b28bb","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T22:02Z","2021-06-22T22:02Z","HEAL_047-O-36.5-11.5-20210622","A00000307182","HEAL_047-O-36.5-11.5-20210622-SM","NEON.DOC.014048vN","O","2021-06-23T21:00Z","2021-06-26T22:22Z",2.260,7.260,3.180,4.435,0.184,,,"0000-0003-3744-1769",
"ea49f6ea-5276-4ef2-863d-1214c1d62283","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T22:02Z","2021-06-22T22:02Z","HEAL_047-M-36.5-11.5-20210622","A00000307169","HEAL_047-M-36.5-11.5-20210622-SM","NEON.DOC.014048vN","M","2021-06-23T21:00Z","2021-06-28T18:08Z",2.280,12.280,9.390,0.406,0.711,,,"0000-0003-3744-1769",
