uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"39c51309-9f97-416c-9740-ef3d5becdac9","D19","HEAL","2021-06-23","2021-06-23","HEAL-20210623-BREF1","HEAL-20210623-BREF1-A","B00000127435","HEAL-20210623-BREF1-B","B00000127436","HEAL-20210623-BREF1-C","B00000127437",,
"3d041939-f287-4686-8541-fe0620d68b67","D19","HEAL","2021-06-24","2021-06-24","HEAL-20210624-BREF1","HEAL-20210624-BREF1-A","B00000127432","HEAL-20210624-BREF1-B","B00000127433","HEAL-20210624-BREF1-C","B00000127434",,
"2918aa0c-d243-430d-9672-962439aef394","D19","HEAL","2021-06-25","2021-06-25","HEAL-20210625-BREF1","HEAL-20210625-BREF1-A","B00000127438","HEAL-20210625-BREF1-B","B00000127439","HEAL-20210625-BREF1-C","B00000127440",,
"44c17d6d-1f63-4eb3-959e-486798db2e9d","D19","HEAL","2021-06-26","2021-06-26","HEAL-20210626-BREF1","HEAL-20210626-BREF1-A","B00000127375","HEAL-20210626-BREF1-B","B00000127377","HEAL-20210626-BREF1-C","B00000127376",,
