uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"af1d344b-c777-4fba-94f0-5d2fb1a12928","D18","TOOL","2022-08-17","2022-08-17","TOOL-20220817-BREF1","TOOL-20220817-BREF1-A","B00000147224","TOOL-20220817-BREF1-B","B00000147222","TOOL-20220817-BREF1-C","B00000147223",,
"618844b7-7fa6-415c-85fb-fd061d09a4d1","D18","TOOL","2022-08-19","2022-08-19","TOOL-20220819-BREF1","TOOL-20220819-BREF1-A","B00000147227","TOOL-20220819-BREF1-B","B00000147225","TOOL-20220819-BREF1-C","B00000147226",,
