uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"7f5314a2-fc2a-4129-8d69-8597363e89f8","D18","BARR","BARR_051","BARR_051.basePlot.bgc","2018-08-13T20:59Z","2018-08-13T20:59Z","2019-04-01","BARR_051-O-0.5-16.5-20180813","C00000010032","BARR_051-O-0.5-16.5-20180813-PH","NEON.DOC.014048vL","O",5.19,4.30,2.0,40.0,20.0,2.0,40.0,20.5,,"0000-0002-7527-2938",
"983bc1d7-5de1-4c27-8bf5-7b3f7addbe10","D18","BARR","BARR_051","BARR_051.basePlot.bgc","2018-08-13T21:15Z","2018-08-13T21:15Z","2019-04-01","BARR_051-O-8.5-29.5-20180813","C00000010033","BARR_051-O-8.5-29.5-20180813-PH","NEON.DOC.014048vL","O",5.38,4.32,2.0,40.0,19.8,1.9,40.0,20.7,,"0000-0002-7527-2938",
"16ea55d9-5975-4a69-a174-ca16dfc1b11a","D18","BARR","BARR_051","BARR_051.basePlot.bgc","2018-08-13T21:35Z","2018-08-13T21:35Z","2019-04-01","BARR_051-O-22.5-6.5-20180813","C00000010034","BARR_051-O-22.5-6.5-20180813-PH","NEON.DOC.014048vL","O",5.23,4.34,1.9,40.0,20.9,2.1,40.0,19.3,,"0000-0002-7527-2938",
"bd1a388d-6a4e-4156-a4bd-68f2102d066f","D18","BARR","BARR_053","BARR_053.basePlot.bgc","2018-08-13T23:15Z","2018-08-13T23:15Z","2019-04-01","BARR_053-O-5-21-20180813","C00000010039","BARR_053-O-5-21-20180813-PH","NEON.DOC.014048vL","O",5.21,4.34,2.0,40.0,20.0,2.0,40.0,19.6,,"0000-0002-7527-2938",
"5e939734-d91c-4624-9521-6e0bb6110473","D18","BARR","BARR_053","BARR_053.basePlot.bgc","2018-08-13T23:33Z","2018-08-13T23:33Z","2019-04-01","BARR_053-O-25.5-31.5-20180813","C00000010038","BARR_053-O-25.5-31.5-20180813-PH","NEON.DOC.014048vL","O",4.70,4.13,2.0,40.0,20.1,1.9,40.0,20.6,,,
"e149b605-6cc2-41c6-af13-9a1cf688c641","D18","BARR","BARR_053","BARR_053.basePlot.bgc","2018-08-13T23:50Z","2018-08-13T23:50Z","2019-04-01","BARR_053-O-34-6-20180813","C00000010040","BARR_053-O-34-6-20180813-PH","NEON.DOC.014048vL","O",4.93,4.05,2.1,40.0,19.5,2.0,40.0,20.5,,"0000-0002-7527-2938",
"1b35a945-af15-43c4-a030-a3298bb7c22c","D18","BARR","BARR_052","BARR_052.basePlot.bgc","2018-08-14T00:50Z","2018-08-14T00:50Z","2019-04-01","BARR_052-O-30.5-19.5-20180813","C00000010035","BARR_052-O-30.5-19.5-20180813-PH","NEON.DOC.014048vL","O",5.09,4.25,2.0,40.0,19.6,2.0,40.0,19.8,,,
"cd45bab1-de77-47e0-96bd-7c615f522850","D18","BARR","BARR_005","BARR_005.basePlot.bgc","2018-08-14T01:03Z","2018-08-14T01:03Z","2019-04-01","BARR_005-O-7.5-11-20180813","C00000010026","BARR_005-O-7.5-11-20180813-PH","NEON.DOC.014048vL","O",5.81,4.26,2.1,40.0,19.1,2.0,40.0,19.7,,"0000-0002-7527-2938",
"a00ff05c-6f9c-4a65-a77d-0cb7c001ea16","D18","BARR","BARR_052","BARR_052.basePlot.bgc","2018-08-14T01:10Z","2018-08-14T01:10Z","2019-04-01","BARR_052-O-23.5-36-20180813","C00000010037","BARR_052-O-23.5-36-20180813-PH","NEON.DOC.014048vL","O",5.12,4.30,2.0,40.0,20.0,1.9,40.0,20.6,,"0000-0002-7527-2938",
"10d7b726-6578-46fb-a0c1-6b137a1451ec","D18","BARR","BARR_052","BARR_052.basePlot.bgc","2018-08-14T01:22Z","2018-08-14T01:22Z","2019-04-01","BARR_052-O-18.5-39-20180813","C00000010036","BARR_052-O-18.5-39-20180813-PH","NEON.DOC.014048vL","O",5.27,4.40,2.0,40.0,19.6,2.0,40.0,20.0,,,
"258a288c-5026-4588-81e0-6a3ecf91db1e","D18","BARR","BARR_005","BARR_005.basePlot.bgc","2018-08-14T01:28Z","2018-08-14T01:28Z","2019-04-01","BARR_005-O-39.5-2.5-20180813","C00000010027","BARR_005-O-39.5-2.5-20180813-PH","NEON.DOC.014048vL","O",4.63,3.90,2.0,40.0,19.7,2.0,40.0,19.7,,"0000-0002-7527-2938",
