uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"40d814e5-0952-4a9f-9c35-0e44132ad1a7","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2023-07-17T17:52Z","2023-07-17T17:52Z","2023-09-12","TOOL_041-O-21-20230717","A00000427780","TOOL_041-O-21-20230717-PH","NEON.DOC.014048vO","O",3.93,3.38,3.0,20.0,6.6,3.0,40.0,13.2,,"0000-0002-0123-6184",
"323d9e68-534e-4dff-91c2-589ba1e07ce9","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2023-07-17T18:10Z","2023-07-17T18:10Z","2023-09-12","TOOL_043-O-41-20230717","A00000427788","TOOL_043-O-41-20230717-PH","NEON.DOC.014048vO","O",4.33,3.81,5.1,20.0,4.0,5.1,40.0,7.9,,"0000-0002-0123-6184",
"d812bff1-d2b0-4ba0-897e-075ac4237a7f","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2023-07-17T18:19Z","2023-07-17T18:19Z","2023-09-12","TOOL_041-O-23-20230717","A00000427781","TOOL_041-O-23-20230717-PH","NEON.DOC.014048vO","O",3.78,3.23,4.0,20.0,5.0,4.0,40.0,10.0,,"0000-0002-0123-6184",
"e65ed20c-bb5f-4bea-8637-c725e3330627","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2023-07-17T18:48Z","2023-07-17T18:48Z","2023-09-12","TOOL_041-O-41-20230717","A00000427782","TOOL_041-O-41-20230717-PH","NEON.DOC.014048vO","O",5.35,4.84,3.1,20.0,6.6,3.1,40.0,13.1,,"0000-0002-0123-6184",
"c5ee842d-d43b-4bfb-b122-32b945744b68","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2023-07-17T18:51Z","2023-07-17T18:51Z","2023-09-12","TOOL_043-O-39-20230717","A00000427787","TOOL_043-O-39-20230717-PH","NEON.DOC.014048vO","O",4.51,3.93,3.1,20.0,6.6,3.1,40.0,13.1,,"0000-0002-0123-6184",
"e2404196-c4a2-44fb-b151-67cfa570a4ac","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2023-07-17T19:29Z","2023-07-17T19:29Z","2023-09-12","TOOL_043-O-21-20230717","A00000427786","TOOL_043-O-21-20230717-PH","NEON.DOC.014048vO","O",4.52,3.94,3.0,20.0,6.7,3.0,40.0,13.4,,"0000-0002-0123-6184",
"e64fde30-f9e1-4899-9ac6-db1ba7f6656a","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2023-07-17T19:55Z","2023-07-17T19:55Z","2023-09-12","TOOL_042-O-21-20230717","A00000427783","TOOL_042-O-21-20230717-PH","NEON.DOC.014048vO","O",4.30,3.74,4.0,20.0,5.0,4.0,40.0,10.0,,"0000-0002-0123-6184",
"c6bcc402-0b56-4b7b-b10c-c06ad3b30be8","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2023-07-17T20:33Z","2023-07-17T20:33Z","2023-09-12","TOOL_042-O-23-20230717","A00000427784","TOOL_042-O-23-20230717-PH","NEON.DOC.014048vO","O",4.29,3.68,3.0,30.0,9.9,3.0,60.0,19.9,,"0000-0002-0123-6184",
"8f7d3664-e2f6-48b5-8904-721f13af08e4","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2023-07-17T20:59Z","2023-07-17T20:59Z","2023-09-12","TOOL_042-O-41-20230717","A00000427785","TOOL_042-O-41-20230717-PH","NEON.DOC.014048vO","O",4.30,3.68,3.1,20.0,6.5,3.1,40.0,13.1,,"0000-0002-0123-6184",
"6f193b77-f370-4334-8a7d-4d13d12562cd","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2023-07-17T21:26Z","2023-07-17T21:26Z","2023-09-12","TOOL_044-O-21-20230717","A00000427789","TOOL_044-O-21-20230717-PH","NEON.DOC.014048vO","O",5.22,4.74,3.0,20.0,6.6,3.0,40.0,13.3,,"0000-0002-0123-6184",
