uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"b9bbac3f-1fd2-4372-84e6-d85246672862","D18","BARR","2022-08-25","2022-08-25","BARR-20220825-BREF1","BARR-20220825-BREF1-A","B00000147217","BARR-20220825-BREF1-B","B00000147218","BARR-20220825-BREF1-C","B00000147221",,
"6cfe0970-16e1-42cb-b473-1773cdaf635e","D18","BARR","2022-08-27","2022-08-27","BARR-20220827-BREF1","BARR-20220827-BREF1-A","B00000147216","BARR-20220827-BREF1-B","B00000147219","BARR-20220827-BREF1-C","B00000147215",,
"d6e49570-89b3-4032-bbcc-ea666e766e15","D18","BARR","2022-08-28","2022-08-28","BARR-20220828-BREF1","BARR-20220828-BREF1-A","B00000147214","BARR-20220828-BREF1-B","B00000147187","BARR-20220828-BREF1-C","B00000147194",,
