uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"48437dd8-164c-40ea-9d8b-769fb73be7d2","D19","BONA","2019-08-27","2019-08-27","BONA-20190827-BREF1","BONA-20190827-BREF1-A","B00000046795","BONA-20190827-BREF1-B","B00000046793","BONA-20190827-BREF1-C","B00000046792",,
"8d71547d-bbef-4886-b3e6-fb3bd279532e","D19","BONA","2019-08-29","2019-08-29","BONA-20190829-BREF1","BONA-20190829-BREF1-A","B00000046794","BONA-20190829-BREF1-B","B00000046797","BONA-20190829-BREF1-C","B00000046796",,
"3a8a3326-773d-43a5-bed0-16067bfc0db7","D19","BONA","2019-08-31","2019-08-31","BONA-20190831-BREF1","BONA-20190831-BREF1-A","B00000046798","BONA-20190831-BREF1-B","B00000046800","BONA-20190831-BREF1-C","B00000046799",,
