uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF
"2e11415a-5838-40f8-802c-fd29abd1af7f","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2019-08-26T18:43Z","2019-08-26T20:22Z",,"NEON.DOC.014048vL","BONA_071-M-37-8.5-20190826|BONA_071-M-6.5-19-20190826|BONA_071-M-39-31.5-20190826","BONA_071-M-20190826-COMP","B00000046585","OK",,,
"75804020-030b-430d-b4ed-5498811df4c6","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2019-08-26T18:43Z","2019-08-26T20:22Z",,"NEON.DOC.014048vL","BONA_071-O-37-8.5-20190826|BONA_071-O-6.5-19-20190826|BONA_071-O-39-31.5-20190826","BONA_071-O-20190826-COMP","B00000046592","OK",,,
"a27340d3-1678-4cf4-a5eb-af908aeb715d","D19","BONA","BONA_070","BONA_070.basePlot.bgc","2019-08-26T22:20Z","2019-08-26T23:55Z",,"NEON.DOC.014048vL","BONA_070-M-26-8.5-20190826|BONA_070-M-3-13.5-20190826|BONA_070-M-30-21.5-20190826","BONA_070-M-20190826-COMP","B00000046636","OK",,,
"ecfb31ba-389a-458d-bf16-054c4304c178","D19","BONA","BONA_070","BONA_070.basePlot.bgc","2019-08-26T22:20Z","2019-08-26T23:55Z",,"NEON.DOC.014048vL","BONA_070-O-30-21.5-20190826|BONA_070-O-3-13.5-20190826|BONA_070-O-26-8.5-20190826","BONA_070-O-20190826-COMP","B00000046640","OK",,,
"06eb29c5-57bd-4c3b-98a2-630ac5408ea2","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2019-08-26T22:21Z","2019-08-26T23:59Z",,"NEON.DOC.014048vL","BONA_080-O-8.5-24-20190826|BONA_080-O-5-9-20190826|BONA_080-O-30-6-20190826","BONA_080-O-20190826-COMP","B00000046580","OK",,,
"ca32c755-30db-47de-ad72-41c2040356ba","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2019-08-26T22:23Z","2019-08-27T00:01Z",,"NEON.DOC.014048vL","BONA_080-M-30-6-20190826|BONA_080-M-5-9-20190826|BONA_080-M-8.5-24-20190826","BONA_080-M-20190826-COMP","B00000046570","OK",,,
"3c12d95f-e3fc-41b4-92bd-811f0f5266d1","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2019-08-28T19:52Z","2019-08-28T21:46Z",,"NEON.DOC.014048vL","BONA_006-O-34.5-17.5-20190828|BONA_006-O-24.5-34.5-20190828|BONA_006-O-2-31.5-20190828","BONA_006-O-20190828-COMP","B00000046593","OK",,,
"35b9275e-43ff-4375-9ef6-e3dc35c9c68e","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2019-08-28T19:52Z","2019-08-28T21:46Z",,"NEON.DOC.014048vL","BONA_006-M-2-31.5-20190828|BONA_006-M-34.5-17.5-20190828|BONA_006-M-24.5-34.5-20190828","BONA_006-M-20190828-COMP","B00000046602","OK",,,
"91beba8e-64bc-45c3-a820-86c337487af0","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2019-08-28T20:23Z","2019-08-28T22:14Z",,"NEON.DOC.014048vL","BONA_013-M-11.5-2.5-20190828|BONA_013-M-31-29.5-20190828|BONA_013-M-19-30.5-20190828","BONA_013-M-20190828-COMP","B00000046594","OK",,,
"f730c67f-86b7-4d37-ac8c-f81efa126b35","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2019-08-28T20:23Z","2019-08-28T22:14Z",,"NEON.DOC.014048vL","BONA_013-O-19-30.5-20190828|BONA_013-O-31-29.5-20190828|BONA_013-O-11.5-2.5-20190828","BONA_013-O-20190828-COMP","B00000046596","OK",,,
"bdaacccd-d6ed-4c0c-96c0-69656eab649c","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2019-08-29T01:26Z","2019-08-29T02:35Z",,"NEON.DOC.014048vL","BONA_002-M-18.5-36-20190828|BONA_002-M-33.5-34.5-20190828|BONA_002-M-6-8.5-20190828","BONA_002-M-20190828-COMP","B00000046897","OK",,,
"f97d6b93-d774-45a3-9c54-4cbb01b14815","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2019-08-29T01:26Z","2019-08-29T02:35Z",,"NEON.DOC.014048vL","BONA_002-O-6-8.5-20190828|BONA_002-O-33.5-34.5-20190828|BONA_002-O-18.5-36-20190828","BONA_002-O-20190828-COMP","B00000046646","OK",,,
"e124658c-0035-4e00-90e6-6fa6870f1aae","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2019-08-29T02:00Z","2019-08-29T03:20Z",,"NEON.DOC.014048vL","BONA_009-O-31.5-32.5-20190828|BONA_009-O-32-16-20190828|BONA_009-O-2.5-24.5-20190828","BONA_009-O-20190828-COMP","B00000046599","OK",,,
