uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"27d9067e-d6cd-41d1-8f74-9d92e331b709","D19","DEJU","2018-07-10","2018-07-10","DEJU-20180710-BREF1","DEJU-20180710-BREF1-A","B00000008469","DEJU-20180710-BREF1-B","B00000008468","DEJU-20180710-BREF1-C","B00000008470",,
"fdbbeda7-5120-4f8a-a741-d580fcc87887","D19","DEJU","2018-07-12","2018-07-12","DEJU-20180712-BREF1","DEJU-20180712-BREF1-A","B00000008504","DEJU-20180712-BREF1-B","B00000008503","DEJU-20180712-BREF1-C","B00000008502",,
