uid,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF
"17443edf-fb7f-4934-a27d-f2c909e5389b","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048","tower","2023-06-26T17:22Z","2023-07-25T20:23Z","NEON.DOC.014048vO","DEJU_048-M-23-20230725","A00000428576","DEJU_048-M-23-20230725-KCL","B00000170931","DEJU_048-M-23-peakGreenness-2023","tFinal",29.13,"2023-07-27T00:43Z","DEJU-20230726-BREF2",10.04,100.0,"2023-07-27T03Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"d14a3308-39aa-4293-82f5-c4f503af051c","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045","tower","2023-06-26T17:32Z","2023-07-25T19:26Z","NEON.DOC.014048vO","DEJU_045-M-21-20230725","A00000309378","DEJU_045-M-21-20230725-KCL","B00000173333","DEJU_045-M-21-peakGreenness-2023","tFinal",29.08,"2023-07-27T00:29Z","DEJU-20230726-BREF2",10.06,100.0,"2023-07-27T02Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"36428475-07d8-43d0-bb5f-29a257e78447","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045","tower","2023-06-26T17:32Z","2023-07-25T19:26Z","NEON.DOC.014048vO","DEJU_045-O-21-20230725","A00000309377","DEJU_045-O-21-20230725-KCL","B00000173335","DEJU_045-O-21-peakGreenness-2023","tFinal",29.08,"2023-07-27T00:27Z","DEJU-20230726-BREF2",10.22,100.0,"2023-07-27T02Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"bc0b5361-c462-4094-b7de-7120d44404e3","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048","tower","2023-06-26T17:45Z","2023-07-25T20:23Z","NEON.DOC.014048vO","DEJU_048-O-23-20230725","A00000428561","DEJU_048-O-23-20230725-KCL","B00000170932","DEJU_048-O-23-peakGreenness-2023","tFinal",29.11,"2023-07-27T00:46Z","DEJU-20230726-BREF2",10.03,100.0,"2023-07-27T03Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"ff754538-e749-47f5-bdc9-dcf23deab885","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048","tower","2023-06-26T18:45Z","2023-07-25T20:51Z","NEON.DOC.014048vO","DEJU_048-O-41-20230725","A00000428577","DEJU_048-O-41-20230725-KCL","B00000170928","DEJU_048-O-41-peakGreenness-2023","tFinal",29.09,"2023-07-27T00:41Z","DEJU-20230726-BREF2",5.02,50.0,"2023-07-27T03Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"35f8758e-4c61-4fb2-b221-c93ff0a68845","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045","tower","2023-06-26T18:52Z","2023-07-25T19:43Z","NEON.DOC.014048vO","DEJU_045-M-23-20230725","A00000309737","DEJU_045-M-23-20230725-KCL","B00000173332","DEJU_045-M-23-peakGreenness-2023","tFinal",29.04,"2023-07-27T00:30Z","DEJU-20230726-BREF2",10.05,100.0,"2023-07-27T02Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"9375bcd4-5899-49e5-aadd-a5aa556c1ac1","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048","tower","2023-06-26T20:08Z","2023-07-25T20:38Z","NEON.DOC.014048vO","DEJU_048-O-21-20230725","A00000428560","DEJU_048-O-21-20230725-KCL","B00000170929","DEJU_048-O-21-peakGreenness-2023","tFinal",29.02,"2023-07-27T00:42Z","DEJU-20230726-BREF2",5.06,49.0,"2023-07-27T03Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"eee4687d-88b4-4e2d-b0ea-03f64cfb7080","DEJU_048.basePlot.bgc","D19","DEJU","DEJU_048","tower","2023-06-26T20:08Z","2023-07-25T20:38Z","NEON.DOC.014048vO","DEJU_048-M-21-20230725","A00000428545","DEJU_048-M-21-20230725-KCL","B00000170930","DEJU_048-M-21-peakGreenness-2023","tFinal",29.02,"2023-07-27T00:43Z","DEJU-20230726-BREF2",10.06,100.0,"2023-07-27T03Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"8d69abf7-74fa-437c-bca7-75779682c2d5","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045","tower","2023-06-26T20:15Z","2023-07-25T19:59Z","NEON.DOC.014048vO","DEJU_045-O-41-20230725","A00000428525","DEJU_045-O-41-20230725-KCL","B00000170921","DEJU_045-O-41-peakGreenness-2023","tFinal",28.99,"2023-07-27T00:30Z","DEJU-20230726-BREF2",10.09,100.0,"2023-07-27T02Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
"1a08554c-d894-40f2-b000-7a38b2bdcc1e","DEJU_045.basePlot.bgc","D19","DEJU","DEJU_045","tower","2023-06-26T20:48Z","2023-07-25T19:59Z","NEON.DOC.014048vO","DEJU_045-M-41-20230725","A00000309736","DEJU_045-M-41-20230725-KCL","B00000173334","DEJU_045-M-41-peakGreenness-2023","tFinal",28.97,"2023-07-27T00:29Z","DEJU-20230726-BREF2",10.09,101.0,"2023-07-27T02Z","OK",,"0000-0002-0123-6184","0009-0007-1610-5287",
