uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF
"907e6835-38fa-43e9-8b73-c605dedd1c02","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2020-09-14T19:53Z","2020-09-14T21:09Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_006-O-30.5-1-20200914|BONA_006-O-5-38-20200914|BONA_006-O-36-26-20200914","BONA_006-O-20200914-COMP","B00000126196","OK","0000-0002-2117-4697",,
"190127f8-d691-44b8-bb3f-d97887116faf","D19","BONA","BONA_004","BONA_004.basePlot.bgc","2020-09-14T20:04Z","2020-09-14T22:00Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_004-O-39.5-27-20200914|BONA_004-O-11.5-32.5-20200914|BONA_004-O-33-18.5-20200914","BONA_004-O-20200914-COMP","B00000126201","OK","0000-0002-4661-2008",,
"d5494806-767f-46b5-b6b2-8c52d59ad326","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2020-09-14T23:41Z","2020-09-15T00:35Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_009-O-35-31-20200914|BONA_009-O-3-10.5-20200914|BONA_009-O-12.5-31-20200914","BONA_009-O-20200914-COMP","B00000126189","OK","0000-0002-2117-4697",,
"1e9a84bc-6382-410a-8084-bb7271db34ae","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2020-09-15T19:40Z","2020-09-15T20:57Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_002-O-7-39.5-20200915|BONA_002-O-3.5-17-20200915|BONA_002-O-38-17.5-20200915","BONA_002-O-20200915-COMP","B00000126195","OK","0000-0002-2117-4697","The following samples included in the composite are from resampled locations: BONA_002-O-38-17.5-20200915","location-resampled"
"8ea64daf-450a-4aae-af5c-85b111a330b1","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2020-09-15T20:05Z","2020-09-15T21:48Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_013-O-26-31-20200915|BONA_013-O-16-5.5-20200915|BONA_013-O-35-14-20200915","BONA_013-O-20200915-COMP","B00000126165","OK","0000-0002-3945-3811",,
"38813aab-9afc-4df6-886c-dca6bbfbe7e6","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2020-09-15T22:45Z","2020-09-15T23:58Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_071-O-21-7.5-20200915|BONA_071-O-1-32.5-20200915|BONA_071-O-0.5-7-20200915","BONA_071-O-20200915-COMP","B00000126173","OK","0000-0002-2117-4697",,
"da03225e-69f6-4a08-8a75-31c157b44255","D19","BONA","BONA_084","BONA_084.basePlot.bgc","2020-09-16T18:05Z","2020-09-16T18:56Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_084-O-4-8.5-20200916|BONA_084-O-9-26.5-20200916|BONA_084-O-36-23.5-20200916","BONA_084-O-20200916-COMP","B00000126182","OK","0000-0002-2117-4697",,
"97a7866b-05cb-4b04-8b29-1e8c02c6a953","D19","BONA","BONA_070","BONA_070.basePlot.bgc","2020-09-16T20:02Z","2020-09-16T21:06Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_070-O-2.5-7-20200916|BONA_070-O-7.5-33-20200916|BONA_070-O-28.5-39-20200916","BONA_070-O-20200916-COMP","B00000126168","OK","0000-0001-5401-430X",,
"18e3810b-fdc7-47fc-adbc-6de6480ae6e0","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2020-09-16T22:05Z","2020-09-16T22:53Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_080-O-4-14-20200916|BONA_080-O-27.5-8-20200916|BONA_080-O-29-32-20200916","BONA_080-O-20200916-COMP","B00000126176","OK","0000-0001-5401-430X",,
"f4db13b4-c245-4a70-ad7f-2cbb53d8b13e","D19","BONA","BONA_001","BONA_001.basePlot.bgc","2020-09-17T18:48Z","2020-09-17T19:24Z","BONA.peakGreenness.2020","NEON.DOC.014048vN","BONA_001-O-2-32-20200917|BONA_001-O-34.5-35-20200917|BONA_001-O-5.5-19-20200917","BONA_001-O-20200917-COMP","B00000126206","OK","0000-0001-5401-430X","The following samples included in the composite are from resampled locations: BONA_001-O-5.5-19-20200917","location-resampled"
