uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"98bb454e-2594-42e0-8494-dbe582a921b1","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2020-09-14T19:53Z","2020-09-14T19:53Z","2020-10-28","BONA_006-O-5-38-20200914","A00000304945","BONA_006-O-5-38-20200914-PH","NEON.DOC.014048vN","O",4.76,3.80,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"78f14475-3c09-4264-b1c7-358224e41a0f","D19","BONA","BONA_004","BONA_004.basePlot.bgc","2020-09-14T20:04Z","2020-09-14T20:04Z","2020-10-28","BONA_004-O-11.5-32.5-20200914","A00000304927","BONA_004-O-11.5-32.5-20200914-PH","NEON.DOC.014048vN","O",4.07,3.73,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"d344cfc6-2ca0-4bb2-9727-2ad06b5b18d6","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2020-09-14T20:41Z","2020-09-14T20:41Z","2020-10-28","BONA_006-O-36-26-20200914","A00000304946","BONA_006-O-36-26-20200914-PH","NEON.DOC.014048vN","O",4.42,5.32,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"efee17c4-289d-47d9-9ff2-0ee18205a181","D19","BONA","BONA_004","BONA_004.basePlot.bgc","2020-09-14T20:58Z","2020-09-14T20:58Z","2020-10-28","BONA_004-O-39.5-27-20200914","A00000304928","BONA_004-O-39.5-27-20200914-PH","NEON.DOC.014048vN","O",3.28,3.91,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"58fa724b-fb6a-441a-bd6a-a0e3fb5cdc80","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2020-09-14T21:09Z","2020-09-14T21:09Z","2020-10-28","BONA_006-O-30.5-1-20200914","A00000304947","BONA_006-O-30.5-1-20200914-PH","NEON.DOC.014048vN","O",4.27,4.41,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"7c3cd893-c14e-440e-8ed1-6f05b5ce6a55","D19","BONA","BONA_004","BONA_004.basePlot.bgc","2020-09-14T22:00Z","2020-09-14T22:00Z","2020-10-28","BONA_004-O-33-18.5-20200914","A00000304929","BONA_004-O-33-18.5-20200914-PH","NEON.DOC.014048vN","O",3.67,3.27,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"accf7855-b300-4aef-81fd-352276f07ad3","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2020-09-14T23:41Z","2020-09-14T23:41Z","2020-10-29","BONA_009-O-35-31-20200914","A00000304930","BONA_009-O-35-31-20200914-PH","NEON.DOC.014048vN","O",5.77,4.86,2.0,20.0,10.0,2.0,40.0,20.0,,"0000-0002-2117-4697",
"eecd16dd-5f71-4911-abd3-6af235789b93","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2020-09-15T00:13Z","2020-09-15T00:13Z","2020-10-28","BONA_009-O-12.5-31-20200914","A00000304932","BONA_009-O-12.5-31-20200914-PH","NEON.DOC.014048vN","O",2.85,3.96,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"5a32244b-ceb5-47f9-afed-1a43c2bf8ead","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2020-09-15T00:35Z","2020-09-15T00:35Z","2020-10-28","BONA_009-O-3-10.5-20200914","A00000304931","BONA_009-O-3-10.5-20200914-PH","NEON.DOC.014048vN","O",3.50,4.89,3.0,30.0,10.0,3.0,60.0,20.0,,"0000-0002-2117-4697",
"1aa4edc3-ef07-43ce-99b0-1dea76187953","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2020-09-15T19:40Z","2020-09-15T19:40Z","2020-10-29","BONA_002-O-38-17.5-20200915","A00000304944","BONA_002-O-38-17.5-20200915-PH","NEON.DOC.014048vN","O",4.32,4.60,2.0,20.0,10.0,2.0,40.0,19.9,,"0000-0002-2117-4697",
"060022f9-f3ab-4205-b1a9-4d251a663698","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2020-09-15T20:05Z","2020-09-15T20:05Z","2020-10-29","BONA_013-O-26-31-20200915","A00000304939","BONA_013-O-26-31-20200915-PH","NEON.DOC.014048vN","O",3.49,5.03,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"c41157f1-0950-486e-8170-a4646bd73068","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2020-09-15T20:27Z","2020-09-15T20:27Z","2020-10-28","BONA_002-O-3.5-17-20200915","A00000304926","BONA_002-O-3.5-17-20200915-PH","NEON.DOC.014048vN","O",4.92,5.15,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"ed9c823e-e064-4786-9231-04a3261b11cb","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2020-09-15T20:57Z","2020-09-15T20:57Z","2020-10-29","BONA_002-O-7-39.5-20200915","A00000300893","BONA_002-O-7-39.5-20200915-PH","NEON.DOC.014048vN","O",5.00,5.38,2.0,20.0,10.0,2.0,40.0,19.9,,"0000-0002-2117-4697",
"ca974f1e-9823-42f2-811c-9ac3f2be6f43","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2020-09-15T21:02Z","2020-09-15T21:02Z","2020-10-28","BONA_013-O-35-14-20200915","A00000304956","BONA_013-O-35-14-20200915-PH","NEON.DOC.014048vN","O",4.86,4.37,2.0,30.0,14.9,2.0,60.0,29.9,,"0000-0002-2117-4697",
"f1b9d2a6-c3bf-47b1-aa0f-fb1379c2be23","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2020-09-15T21:48Z","2020-09-15T21:48Z","2020-10-28","BONA_013-O-16-5.5-20200915","A00000304933","BONA_013-O-16-5.5-20200915-PH","NEON.DOC.014048vN","O",4.25,4.20,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"088f947c-390e-44ad-80a2-3c36e046342b","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2020-09-15T22:45Z","2020-09-15T22:45Z","2020-10-28","BONA_071-O-0.5-7-20200915","A00000304953","BONA_071-O-0.5-7-20200915-PH","NEON.DOC.014048vN","O",3.73,4.24,2.0,30.0,14.8,2.0,60.0,29.6,,"0000-0002-2117-4697",
"9ad5160a-0d43-4273-9fa8-545adc651664","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2020-09-15T23:29Z","2020-09-15T23:29Z","2020-10-28","BONA_071-O-21-7.5-20200915","A00000304952","BONA_071-O-21-7.5-20200915-PH","NEON.DOC.014048vN","O",3.80,3.96,2.0,30.0,15.0,2.0,60.0,30.0,,"0000-0002-2117-4697",
"e604adac-dac1-4add-885f-d2ebd00cbc35","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2020-09-15T23:58Z","2020-09-15T23:58Z","2020-10-28","BONA_071-O-1-32.5-20200915","A00000304937","BONA_071-O-1-32.5-20200915-PH","NEON.DOC.014048vN","O",4.52,4.03,2.0,40.0,20.0,2.0,80.0,40.0,,"0000-0002-2117-4697",
"5ed34a42-e6db-4765-9211-96f277f91c29","D19","BONA","BONA_084","BONA_084.basePlot.bgc","2020-09-16T18:05Z","2020-09-16T18:05Z","2020-10-28","BONA_084-O-4-8.5-20200916","A00000304951","BONA_084-O-4-8.5-20200916-PH","NEON.DOC.014048vN","O",5.62,5.90,2.0,20.0,10.0,2.0,40.0,20.0,,"0000-0002-2117-4697",
