uid,domainID,siteID,plotID,namedLocation,plotType,nlcdClass,subplotID,coreCoordinateX,coreCoordinateY,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,startDate,collectDate,sampleTiming,biophysicalCriteria,eventID,standingWaterDepth,nTransBoutType,boutType,samplingImpractical,incubationMethod,incubationCondition,sampleID,sampleCode,toxicodendronPossible,horizon,horizonDetails,soilTemp,litterDepth,sampleTopDepth,sampleBottomDepth,sampleExtent,soilSamplingDevice,soilCoreCount,geneticSampleID,geneticSampleCode,geneticSampleCondition,geneticSamplePrepMethod,geneticArchiveSample1ID,geneticArchiveSample1Code,geneticArchiveSample2ID,geneticArchiveSample2Code,geneticArchiveSample3ID,geneticArchiveSample3Code,geneticArchiveSample4ID,geneticArchiveSample4Code,geneticArchiveSample5ID,geneticArchiveSample5Code,geneticArchiveSamplePrepMethod,geneticArchiveContainer,biomassID,biomassCode,biomassSampleCondition,remarks,collectedBy,dataQF
"e61b375b-71c7-48a4-a7d1-267622ab93e8","D19","BONA","BONA_006","BONA_006.basePlot.bgc","distributed","evergreenForest","39_400",5.0,38.0,"WGS84",65.176107,-147.544089,20.1,507.0,0.10,"NEON.DOC.014048vN","2020-09-14T19:53Z","2020-09-14T19:53Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_006-O-5-38-20200914","A00000304945","N","O","OK",5.9,0.0,0.0,21.8,"entire","brownie cutter",1,"BONA_006-O-5-38-20200914-GEN","B00000126190","OK",,"BONA_006-O-5-38-20200914-GA1","C00000054398","BONA_006-O-5-38-20200914-GA2","C00000054399","BONA_006-O-5-38-20200914-GA3","C00000054400","BONA_006-O-5-38-20200914-GA4","C00000054401","BONA_006-O-5-38-20200914-GA5","C00000054402",,,"BONA_006-O-5-38-20200914-BM","B00000126232","OK",,"0000-0002-2117-4697",
"849a102e-a7df-4f32-86f0-4ca59f6d00f7","D19","BONA","BONA_004","BONA_004.basePlot.bgc","distributed","evergreenForest","39_400",11.5,32.5,"WGS84",65.190675,-147.536694,20.1,668.9,0.10,"NEON.DOC.014048vN","2020-09-14T20:04Z","2020-09-14T20:04Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_004-O-11.5-32.5-20200914","A00000304927","N","O","OK",5.5,0.0,0.0,9.8,"entire","brownie cutter",2,"BONA_004-O-11.5-32.5-20200914-GEN","B00000126192","OK",,"BONA_004-O-11.5-32.5-20200914-GA1","C00000054759","BONA_004-O-11.5-32.5-20200914-GA2","C00000054760","BONA_004-O-11.5-32.5-20200914-GA3","C00000054763","BONA_004-O-11.5-32.5-20200914-GA4","C00000054761","BONA_004-O-11.5-32.5-20200914-GA5","C00000054762",,,"BONA_004-O-11.5-32.5-20200914-BM","B00000126211","OK",,"0000-0002-4661-2008",
"f82fa892-a9b5-4e66-a7d0-3fd4a1f80765","D19","BONA","BONA_006","BONA_006.basePlot.bgc","distributed","evergreenForest","41_400",36.0,26.0,"WGS84",65.176107,-147.544089,20.1,507.0,0.10,"NEON.DOC.014048vN","2020-09-14T20:41Z","2020-09-14T20:41Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_006-O-36-26-20200914","A00000304946","N","O","OK",5.8,0.0,0.0,7.3,"entire","brownie cutter",2,"BONA_006-O-36-26-20200914-GEN","B00000126197","OK",,"BONA_006-O-36-26-20200914-GA1","C00000054749","BONA_006-O-36-26-20200914-GA2","C00000054750","BONA_006-O-36-26-20200914-GA3","C00000054752","BONA_006-O-36-26-20200914-GA4","C00000054753","BONA_006-O-36-26-20200914-GA5","C00000054751",,,"BONA_006-O-36-26-20200914-BM","B00000126222","OK",,"0000-0002-2117-4697",
"2826d06a-cd19-4782-a068-cf608e7cf5e2","D19","BONA","BONA_004","BONA_004.basePlot.bgc","distributed","evergreenForest","41_400",39.5,27.0,"WGS84",65.190675,-147.536694,20.1,668.9,0.10,"NEON.DOC.014048vN","2020-09-14T20:58Z","2020-09-14T20:58Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_004-O-39.5-27-20200914","A00000304928","N","O","OK",5.5,0.0,0.0,29.3,"entire","brownie cutter",1,"BONA_004-O-39.5-27-20200914-GEN","B00000126202","OK",,"BONA_004-O-39.5-27-20200914-GA1","C00000054754","BONA_004-O-39.5-27-20200914-GA2","C00000054758","BONA_004-O-39.5-27-20200914-GA3","C00000054757","BONA_004-O-39.5-27-20200914-GA4","C00000054756","BONA_004-O-39.5-27-20200914-GA5","C00000054755",,,"BONA_004-O-39.5-27-20200914-BM","B00000126231","OK",,"0000-0002-4661-2008",
"ce11d9d1-f541-4224-84f3-829842257c2c","D19","BONA","BONA_006","BONA_006.basePlot.bgc","distributed","evergreenForest","23_400",30.5,1.0,"WGS84",65.176107,-147.544089,20.1,507.0,0.10,"NEON.DOC.014048vN","2020-09-14T21:09Z","2020-09-14T21:09Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_006-O-30.5-1-20200914","A00000304947","N","O","OK",6.2,1.0,0.0,13.8,"entire","brownie cutter",1,"BONA_006-O-30.5-1-20200914-GEN","B00000126191","OK",,"BONA_006-O-30.5-1-20200914-GA1","C00000054748","BONA_006-O-30.5-1-20200914-GA2","C00000054744","BONA_006-O-30.5-1-20200914-GA3","C00000054745","BONA_006-O-30.5-1-20200914-GA4","C00000054746","BONA_006-O-30.5-1-20200914-GA5","C00000054747",,,"BONA_006-O-30.5-1-20200914-BM","B00000126220","OK",,"0000-0002-2117-4697",
"a1e5508b-6f6c-420c-9d27-dc76079be2f9","D19","BONA","BONA_004","BONA_004.basePlot.bgc","distributed","evergreenForest","23_400",33.0,18.5,"WGS84",65.190675,-147.536694,20.1,668.9,0.10,"NEON.DOC.014048vN","2020-09-14T22:00Z","2020-09-14T22:00Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_004-O-33-18.5-20200914","A00000304929","N","O","OK",5.4,0.5,0.0,16.4,"entire","brownie cutter",1,"BONA_004-O-33-18.5-20200914-GEN","B00000126203","OK",,"BONA_004-O-33-18.5-20200914-GA1","C00000054768","BONA_004-O-33-18.5-20200914-GA2","C00000054764","BONA_004-O-33-18.5-20200914-GA3","C00000054765","BONA_004-O-33-18.5-20200914-GA4","C00000054767","BONA_004-O-33-18.5-20200914-GA5","C00000054766",,,"BONA_004-O-33-18.5-20200914-BM","B00000126230","OK",,"0000-0002-4661-2008",
"1c530fe7-382a-4fa0-b86a-279dd04ac92c","D19","BONA","BONA_009","BONA_009.basePlot.bgc","distributed","shrubScrub","41_400",35.0,31.0,"WGS84",65.169192,-147.520277,20.1,429.6,0.10,"NEON.DOC.014048vN","2020-09-14T23:41Z","2020-09-14T23:41Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_009-O-35-31-20200914","A00000304930","N","O","OK",6.8,1.0,0.0,9.5,"entire","brownie cutter",2,"BONA_009-O-35-31-20200914-GEN","B00000126186","OK",,"BONA_009-O-35-31-20200914-GA1","C00000054403","BONA_009-O-35-31-20200914-GA2","C00000054404","BONA_009-O-35-31-20200914-GA3","C00000054406","BONA_009-O-35-31-20200914-GA4","C00000054407","BONA_009-O-35-31-20200914-GA5","C00000054405",,,"BONA_009-O-35-31-20200914-BM","B00000126225","OK",,"0000-0002-2117-4697",
"74fcc696-9b08-45fd-9536-375ad912d769","D19","BONA","BONA_009","BONA_009.basePlot.bgc","distributed","shrubScrub","39_400",12.5,31.0,"WGS84",65.169192,-147.520277,20.1,429.6,0.10,"NEON.DOC.014048vN","2020-09-15T00:13Z","2020-09-15T00:13Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_009-O-12.5-31-20200914","A00000304932","N","O","OK",6.6,1.5,0.0,10.9,"entire","brownie cutter",1,"BONA_009-O-12.5-31-20200914-GEN","B00000126188","OK",,"BONA_009-O-12.5-31-20200914-GA1","C00000054411","BONA_009-O-12.5-31-20200914-GA2","C00000054409","BONA_009-O-12.5-31-20200914-GA3","C00000054408","BONA_009-O-12.5-31-20200914-GA4","C00000054412","BONA_009-O-12.5-31-20200914-GA5","C00000054410",,,"BONA_009-O-12.5-31-20200914-BM","B00000126215","OK",,"0000-0002-2117-4697",
"3a20ea10-38cb-4a5c-aed8-bbeaa0f15ed8","D19","BONA","BONA_009","BONA_009.basePlot.bgc","distributed","shrubScrub","21_400",3.0,10.5,"WGS84",65.169192,-147.520277,20.1,429.6,0.10,"NEON.DOC.014048vN","2020-09-15T00:35Z","2020-09-15T00:35Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_009-O-3-10.5-20200914","A00000304931","N","O","OK",6.9,2.0,0.0,10.0,"entire","brownie cutter",1,"BONA_009-O-3-10.5-20200914-GEN","B00000126187","OK",,"BONA_009-O-3-10.5-20200914-GA1","C00000111062","BONA_009-O-3-10.5-20200914-GA2","C00000111061","BONA_009-O-3-10.5-20200914-GA3","C00000054414","BONA_009-O-3-10.5-20200914-GA4","C00000054413","BONA_009-O-3-10.5-20200914-GA5","C00000111063",,,"BONA_009-O-3-10.5-20200914-BM","B00000126218","OK",,"0000-0002-2117-4697",
"7236c486-d6d9-42d6-9915-d898619bdac9","D19","BONA","BONA_002","BONA_002.basePlot.bgc","distributed","deciduousForest","23_400",38.0,17.5,"WGS84",65.163534,-147.527149,20.1,484.2,0.17,"NEON.DOC.014048vN","2020-09-15T19:40Z","2020-09-15T19:40Z","peakGreenness","OK - no known exceptions","BONA.peakGreenness.2020",0.0,"No","microbesBiomass","OK","no incubation",,"BONA_002-O-38-17.5-20200915","A00000304944","N","O","OK",7.1,2.0,0.0,14.0,"entire","brownie cutter",1,"BONA_002-O-38-17.5-20200915-GEN","B00000126194","OK",,"BONA_002-O-38-17.5-20200915-GA1","C00000054395","BONA_002-O-38-17.5-20200915-GA2","C00000054393","BONA_002-O-38-17.5-20200915-GA3","C00000054397","BONA_002-O-38-17.5-20200915-GA4","C00000054394","BONA_002-O-38-17.5-20200915-GA5","C00000054396",,,"BONA_002-O-38-17.5-20200915-BM","B00000126217","OK",,"0000-0001-5401-430X","location-resampled"
