uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"da9046de-4b75-48b6-8a58-d707efbcc4e2","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T19:28Z","2022-07-17T19:28Z","2022-10-21","TOOL_005-O-41-20220717","A00000309449","TOOL_005-O-41-20220717-PH","NEON.DOC.014048vO","O",5.16,4.19,5.2,30.0,5.8,5.2,60.0,11.5,,"0000-0002-2117-4697",
"605132f4-2dc4-42af-b035-af51b498d431","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:10Z","2022-07-17T20:10Z","2022-10-21","TOOL_005-M-23-20220717","A00000309472","TOOL_005-M-23-20220717-PH","NEON.DOC.014048vO","M",6.20,4.78,10.1,20.0,2.0,10.1,40.0,3.9,,"0000-0002-2117-4697",
"c787d0c7-79b5-4053-9364-c13a5f973ecc","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:10Z","2022-07-17T20:10Z","2022-10-21","TOOL_005-O-23-20220717","A00000309450","TOOL_005-O-23-20220717-PH","NEON.DOC.014048vO","O",4.95,3.97,3.9,40.0,10.4,3.9,80.0,20.8,,"0000-0002-2117-4697",
"c2159940-c8ba-41a5-9e39-41faaa5947a8","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:38Z","2022-07-17T20:38Z","2022-10-21","TOOL_005-O-21-20220717","A00000309451","TOOL_005-O-21-20220717-PH","NEON.DOC.014048vO","O",5.31,3.72,3.4,30.0,8.8,3.4,60.0,17.7,,"0000-0002-2117-4697",
"458c63b1-469d-4eb7-a914-187a6fb2c79a","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:56Z","2022-07-17T20:56Z","2022-10-21","TOOL_005-M-21-20220717","A00000309473","TOOL_005-M-21-20220717-PH","NEON.DOC.014048vO","M",5.40,4.99,10.3,20.0,1.9,10.3,40.0,3.9,,"0000-0002-2117-4697",
"d1e74395-8fe7-46b2-851f-63e8fa9cd2af","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-17T23:26Z","2022-07-17T23:26Z","2022-10-21","TOOL_043-M-23-20220717","A00000309748","TOOL_043-M-23-20220717-PH","NEON.DOC.014048vO","M",5.10,4.42,10.0,20.0,2.0,10.0,40.0,4.0,,"0000-0002-2117-4697",
"78957dc5-823b-4467-8dec-0501335a501d","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-17T23:26Z","2022-07-17T23:26Z","2022-10-21","TOOL_043-O-23-20220717","A00000309438","TOOL_043-O-23-20220717-PH","NEON.DOC.014048vO","O",5.33,4.05,5.0,20.0,4.0,5.0,40.0,8.0,,"0000-0002-2117-4697",
"40164ea6-1b7a-4da2-8155-21c722ef3793","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","2022-10-21","TOOL_041-M-41-20220717","A00000309753","TOOL_041-M-41-20220717-PH","NEON.DOC.014048vO","M",4.59,3.69,5.3,10.0,1.9,5.3,20.0,3.8,,"0000-0002-2117-4697",
"33d33cf2-a2c9-463a-bcfe-84fb0a8b6c97","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","2022-10-21","TOOL_043-O-39-20220717","A00000309437","TOOL_043-O-39-20220717-PH","NEON.DOC.014048vO","O",4.56,4.04,5.3,20.0,3.7,5.3,40.0,7.5,,"0000-0002-2117-4697",
"5487adc4-74b7-4210-a1c2-1201f0540abb","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","2022-10-21","TOOL_043-M-39-20220717","A00000309747","TOOL_043-M-39-20220717-PH","NEON.DOC.014048vO","M",5.12,4.89,10.4,10.0,1.0,10.4,20.0,1.9,,"0000-0002-2117-4697",
"a431aaae-6f06-45c2-a948-5a6a10cc4371","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:45Z","2022-07-18T00:45Z","2022-10-21","TOOL_041-O-23-20220717","A00000309444","TOOL_041-O-23-20220717-PH","NEON.DOC.014048vO","O",4.48,3.54,5.0,40.0,8.0,5.0,80.0,15.9,,"0000-0002-2117-4697",
"e2b9616b-cf09-4925-b02f-164f2dfdfb90","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:45Z","2022-07-18T00:45Z","2022-10-21","TOOL_041-M-23-20220717","A00000309754","TOOL_041-M-23-20220717-PH","NEON.DOC.014048vO","M",5.19,4.22,10.2,10.0,1.0,10.2,20.0,2.0,,"0000-0002-2117-4697",
"2187807b-f35e-4e80-9f50-82982583e30e","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:52Z","2022-07-18T00:52Z","2022-10-21","TOOL_043-O-21-20220717","A00000309439","TOOL_043-O-21-20220717-PH","NEON.DOC.014048vO","O",5.19,4.13,3.1,40.0,12.8,3.1,80.0,25.6,,"0000-0002-2117-4697",
"0f838533-1754-4c73-bd02-e7485fec5bba","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:54Z","2022-07-18T00:54Z","2022-10-21","TOOL_041-O-21-20220717","A00000309445","TOOL_041-O-21-20220717-PH","NEON.DOC.014048vO","O",5.75,4.77,3.0,30.0,10.0,3.0,60.0,20.0,,"0000-0002-2117-4697",
"c2caa0e6-055d-48ce-b336-4dd0ce271ebc","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T01:48Z","2022-07-18T01:48Z","2022-10-21","TOOL_042-O-39-20220717","A00000309441","TOOL_042-O-39-20220717-PH","NEON.DOC.014048vO","O",5.01,4.02,5.2,40.0,7.8,5.2,80.0,15.5,,"0000-0002-2117-4697",
"8e363f22-833b-4c1b-8e08-7c78b7970016","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T02:11Z","2022-07-18T02:11Z","2022-10-21","TOOL_042-O-21-20220717","A00000309442","TOOL_042-O-21-20220717-PH","NEON.DOC.014048vO","O",4.54,3.75,5.0,30.0,6.0,5.0,60.0,12.0,,"0000-0002-2117-4697",
"b1316fcf-45b4-4ff6-9883-cad8c31a8e87","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T02:11Z","2022-07-18T02:11Z","2022-10-21","TOOL_042-M-21-20220717","A00000309752","TOOL_042-M-21-20220717-PH","NEON.DOC.014048vO","M",5.06,4.25,10.2,20.0,2.0,10.2,40.0,3.9,,"0000-0002-2117-4697",
"7518b3d0-1203-47ff-83e6-d5ada581c34f","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:20Z","2022-07-18T02:20Z","2022-10-21","TOOL_044-M-39-20220717","A00000309745","TOOL_044-M-39-20220717-PH","NEON.DOC.014048vO","M",5.29,4.59,10.2,10.0,1.0,10.2,20.0,2.0,,"0000-0002-2117-4697",
"ac4390ae-9081-41a2-bdf9-c38405f061e5","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:20Z","2022-07-18T02:20Z","2022-10-21","TOOL_044-O-39-20220717","A00000309435","TOOL_044-O-39-20220717-PH","NEON.DOC.014048vO","O",5.44,4.85,5.0,20.0,4.0,5.0,40.0,8.0,,"0000-0002-2117-4697",
"84b5a63c-22b6-49c9-ac72-0279e69572f2","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:30Z","2022-07-18T02:30Z","2022-10-21","TOOL_044-O-41-20220717","A00000309436","TOOL_044-O-41-20220717-PH","NEON.DOC.014048vO","O",5.39,4.27,2.5,20.0,8.0,2.5,40.0,16.0,,"0000-0002-2117-4697",
"27b45324-623d-47cd-9bf4-304fe5da5c86","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:30Z","2022-07-18T02:30Z","2022-10-21","TOOL_044-M-41-20220717","A00000309744","TOOL_044-M-41-20220717-PH","NEON.DOC.014048vO","M",5.31,4.88,10.4,10.0,1.0,10.4,20.0,1.9,,"0000-0002-2117-4697",
"c28f69b9-45c7-4f45-87cd-95f0a3ca2f3e","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T02:39Z","2022-07-18T02:39Z","2022-10-21","TOOL_042-O-41-20220717","A00000309440","TOOL_042-O-41-20220717-PH","NEON.DOC.014048vO","O",5.05,4.09,5.1,30.0,5.9,5.1,60.0,11.8,,"0000-0002-2117-4697",
"e5a8aba8-e22e-40e9-b224-08b10576857e","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:50Z","2022-07-18T02:50Z","2022-10-21","TOOL_044-O-21-20220717","A00000309434","TOOL_044-O-21-20220717-PH","NEON.DOC.014048vO","O",5.29,4.38,5.1,20.0,3.9,5.1,40.0,7.9,,"0000-0002-2117-4697",
"cf686617-0452-4cd0-9ca0-69bd2154800b","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:50Z","2022-07-18T02:50Z","2022-10-21","TOOL_044-M-21-20220717","A00000309746","TOOL_044-M-21-20220717-PH","NEON.DOC.014048vO","M",5.26,4.60,10.2,10.0,1.0,10.2,20.0,2.0,,"0000-0002-2117-4697",
"687b4249-35fa-4821-8320-38800054ec1e","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2022-07-19T18:37Z","2022-07-19T18:37Z","2022-10-21","TOOL_006-M-41-20220719","A00000309756","TOOL_006-M-41-20220719-PH","NEON.DOC.014048vO","M",5.43,4.46,10.0,20.0,2.0,10.0,40.0,4.0,,"0000-0002-2117-4697",
"de4d9ef7-224f-4dad-80a9-043872b28849","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2022-07-19T18:37Z","2022-07-19T18:37Z","2022-10-21","TOOL_006-O-41-20220719","A00000309446","TOOL_006-O-41-20220719-PH","NEON.DOC.014048vO","O",5.37,4.00,5.1,30.0,5.9,5.1,60.0,11.8,,"0000-0002-2117-4697",
"e173dc80-0606-4884-a705-8b5fe23cfca5","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2022-07-19T19:01Z","2022-07-19T19:01Z","2022-10-21","TOOL_006-O-23-20220719","A00000309447","TOOL_006-O-23-20220719-PH","NEON.DOC.014048vO","O",4.47,3.74,5.1,40.0,7.8,5.1,80.0,15.6,,"0000-0002-2117-4697",
"ea56eab8-578d-42eb-9ded-d5574f758932","D18","TOOL","TOOL_004","TOOL_004.basePlot.bgc","2022-07-19T19:16Z","2022-07-19T19:16Z","2022-10-21","TOOL_004-O-41-20220719","A00000309452","TOOL_004-O-41-20220719-PH","NEON.DOC.014048vO","O",5.40,4.59,5.2,40.0,7.7,5.2,80.0,15.5,,"0000-0002-2117-4697",
"b9c9b3b2-a93a-4df3-a277-b61d57862a82","D18","TOOL","TOOL_004","TOOL_004.basePlot.bgc","2022-07-19T19:16Z","2022-07-19T19:16Z","2022-10-21","TOOL_004-M-41-20220719","A00000309474","TOOL_004-M-41-20220719-PH","NEON.DOC.014048vO","M",5.01,4.43,10.0,20.0,2.0,10.0,40.0,4.0,,"0000-0002-2117-4697",
"bf64a535-d454-4474-984e-05a5ad91063f","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2022-07-19T19:24Z","2022-07-19T19:24Z","2022-10-21","TOOL_006-O-21-20220719","A00000309448","TOOL_006-O-21-20220719-PH","NEON.DOC.014048vO","O",5.31,3.39,2.7,30.0,11.3,2.7,60.0,22.6,,"0000-0002-2117-4697",
"c6f1d38a-6f81-4aa1-994c-3e11172572d5","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2022-07-19T19:24Z","2022-07-19T19:24Z","2022-10-21","TOOL_006-M-21-20220719","A00000309470","TOOL_006-M-21-20220719-PH","NEON.DOC.014048vO","M",5.18,4.50,10.1,20.0,2.0,10.1,40.0,4.0,,"0000-0002-2117-4697",
"1c433cba-9d54-4f2a-86fb-64c05841243a","D18","TOOL","TOOL_004","TOOL_004.basePlot.bgc","2022-07-19T19:56Z","2022-07-19T19:56Z","2022-10-21","TOOL_004-M-39-20220719","A00000309475","TOOL_004-M-39-20220719-PH","NEON.DOC.014048vO","M",5.26,4.57,10.1,20.0,2.0,10.1,40.0,4.0,,"0000-0002-2117-4697",
"cdc1312b-ef0c-4c8f-ac82-551b8d7aa5c4","D18","TOOL","TOOL_004","TOOL_004.basePlot.bgc","2022-07-19T19:56Z","2022-07-19T19:56Z","2022-10-21","TOOL_004-O-39-20220719","A00000309453","TOOL_004-O-39-20220719-PH","NEON.DOC.014048vO","O",5.49,4.61,3.7,20.0,5.4,3.7,40.0,10.7,,"0000-0002-2117-4697",
"8cce47b6-9d55-4a74-ab18-23e7d9285494","D18","TOOL","TOOL_004","TOOL_004.basePlot.bgc","2022-07-19T20:40Z","2022-07-19T20:40Z","2022-10-21","TOOL_004-O-21-20220719","A00000309454","TOOL_004-O-21-20220719-PH","NEON.DOC.014048vO","O",5.79,4.02,5.4,30.0,5.6,5.4,60.0,11.1,,"0000-0002-2117-4697",
"d1731142-ca86-43a4-a82c-7044a08103ab","D18","TOOL","TOOL_004","TOOL_004.basePlot.bgc","2022-07-19T20:40Z","2022-07-19T20:40Z","2022-10-21","TOOL_004-M-21-20220719","A00000309476","TOOL_004-M-21-20220719-PH","NEON.DOC.014048vO","M",5.33,4.35,10.4,20.0,1.9,10.4,40.0,3.9,,"0000-0002-2117-4697",
"6c6f762a-d520-4917-ad3e-0239dc280512","D18","TOOL","TOOL_002","TOOL_002.basePlot.bgc","2022-07-19T21:30Z","2022-07-19T21:30Z","2022-10-21","TOOL_002-M-21-20220719","A00000309482","TOOL_002-M-21-20220719-PH","NEON.DOC.014048vO","M",5.48,4.86,10.2,20.0,2.0,10.2,40.0,3.9,,"0000-0002-2117-4697",
"20300fb4-807a-45d9-9034-8454a8c8b8e6","D18","TOOL","TOOL_002","TOOL_002.basePlot.bgc","2022-07-19T21:30Z","2022-07-19T21:30Z","2022-10-21","TOOL_002-O-21-20220719","A00000309460","TOOL_002-O-21-20220719-PH","NEON.DOC.014048vO","O",6.63,5.83,3.3,40.0,12.0,3.3,80.0,24.0,,"0000-0002-2117-4697",
"8dc915c1-f155-466c-a459-4d8f8a207007","D18","TOOL","TOOL_002","TOOL_002.basePlot.bgc","2022-07-19T21:52Z","2022-07-19T21:52Z","2022-10-21","TOOL_002-O-39-20220719","A00000309459","TOOL_002-O-39-20220719-PH","NEON.DOC.014048vO","O",5.56,4.60,3.4,40.0,11.9,3.4,80.0,23.9,,"0000-0002-2117-4697",
"d05577d5-deb2-484c-ab8d-a57123a2ad01","D18","TOOL","TOOL_002","TOOL_002.basePlot.bgc","2022-07-19T22:11Z","2022-07-19T22:11Z","2022-10-21","TOOL_002-O-41-20220719","A00000309458","TOOL_002-O-41-20220719-PH","NEON.DOC.014048vO","O",5.60,4.50,2.6,40.0,15.7,2.6,80.0,31.4,,"0000-0002-2117-4697",
"2f057426-c894-4b1e-bbe0-f8c988115c27","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2022-07-20T00:01Z","2022-07-20T00:01Z","2022-10-21","TOOL_001-M-21-20220719","A00000309485","TOOL_001-M-21-20220719-PH","NEON.DOC.014048vO","M",5.24,4.52,10.3,10.0,1.0,10.3,20.0,1.9,,"0000-0002-2117-4697",
"de95390c-526c-4030-936e-07c8ae40a771","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2022-07-20T00:01Z","2022-07-20T00:01Z","2022-10-21","TOOL_001-O-21-20220719","A00000309463","TOOL_001-O-21-20220719-PH","NEON.DOC.014048vO","O",5.35,4.55,5.4,30.0,5.5,5.4,60.0,11.0,,"0000-0002-2117-4697",
"4825f193-81d5-4899-9c8b-978e9bc82268","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2022-07-20T00:25Z","2022-07-20T00:25Z","2022-10-21","TOOL_001-M-39-20220719","A00000309484","TOOL_001-M-39-20220719-PH","NEON.DOC.014048vO","M",3.36,4.42,10.1,30.0,3.0,10.1,60.0,5.9,,"0000-0002-2117-4697",
"530b1009-9ac4-434b-9e27-5b45f18b3276","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2022-07-20T00:25Z","2022-07-20T00:25Z","2022-10-21","TOOL_001-O-39-20220719","A00000309462","TOOL_001-O-39-20220719-PH","NEON.DOC.014048vO","O",5.20,4.15,5.1,40.0,7.8,5.1,80.0,15.6,,"0000-0002-2117-4697",
"a7e3c7a7-5cd1-45f7-8222-99e47213aa71","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2022-07-20T00:49Z","2022-07-20T00:49Z","2022-10-21","TOOL_001-O-41-20220719","A00000309461","TOOL_001-O-41-20220719-PH","NEON.DOC.014048vO","O",5.20,4.07,5.1,20.0,4.0,5.1,40.0,7.9,,"0000-0002-2117-4697",
"966b4119-07c8-48a9-8fae-488408c5487f","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2022-07-20T00:49Z","2022-07-20T00:49Z","2022-10-21","TOOL_001-M-41-20220719","A00000309483","TOOL_001-M-41-20220719-PH","NEON.DOC.014048vO","M",4.58,3.90,10.3,30.0,2.9,10.3,60.0,5.8,,"0000-0002-2117-4697",
"a78cedaa-85c2-4ffd-9efe-71e7c22efe71","D18","TOOL","TOOL_003","TOOL_003.basePlot.bgc","2022-07-20T17:10Z","2022-07-20T17:10Z","2022-10-21","TOOL_003-O-39-20220720","A00000309456","TOOL_003-O-39-20220720-PH","NEON.DOC.014048vO","O",6.55,6.00,5.1,40.0,7.8,5.1,80.0,15.6,,"0000-0002-2117-4697",
