uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"0f31178e-adec-42e2-81ae-72eecb6fcf8a","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T19:28Z","2022-07-17T19:28Z","TOOL_005-O-41-20220717","A00000309449","TOOL_005-O-41-20220717-SM","NEON.DOC.014048vO","O","2022-07-18T19:45Z","2022-07-21T17:13Z",2.000,7.200,2.850,5.118,0.163,"OK",,"0000-0002-3309-2269",
"b1f7cbf6-5bc6-41aa-b91b-e196a0203ed1","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:10Z","2022-07-17T20:10Z","TOOL_005-O-23-20220717","A00000309450","TOOL_005-O-23-20220717-SM","NEON.DOC.014048vO","O","2022-07-18T19:45Z","2022-07-21T17:13Z",2.000,6.900,2.690,6.101,0.141,"OK",,"0000-0002-3309-2269",
"047a05ce-f3c9-49f1-9c5a-4156b8f44632","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:10Z","2022-07-17T20:10Z","TOOL_005-M-23-20220717","A00000309472","TOOL_005-M-23-20220717-SM","NEON.DOC.014048vO","M","2022-07-18T19:45Z","2022-07-21T17:15Z",2.000,9.800,6.690,0.663,0.601,"OK",,"0000-0002-3309-2269",
"5af09a06-559d-4fa3-930d-5e944f4013b4","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:38Z","2022-07-17T20:38Z","TOOL_005-O-21-20220717","A00000309451","TOOL_005-O-21-20220717-SM","NEON.DOC.014048vO","O","2022-07-18T19:45Z","2022-07-21T17:13Z",2.000,7.300,3.370,2.869,0.258,"OK",,"0000-0002-3309-2269",
"b8100ed6-7a22-4203-98d7-c17fd456fa76","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:56Z","2022-07-17T20:56Z","TOOL_005-M-21-20220717","A00000309473","TOOL_005-M-21-20220717-SM","NEON.DOC.014048vO","M","2022-07-18T19:45Z","2022-07-21T17:15Z",2.100,10.200,9.260,0.131,0.884,"OK",,"0000-0002-3309-2269",
"fd2b92ba-63e8-441b-9b4c-4246020bbf6c","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-17T23:26Z","2022-07-17T23:26Z","TOOL_043-M-23-20220717","A00000309748","TOOL_043-M-23-20220717-SM","NEON.DOC.014048vO","M","2022-07-18T19:45Z","2022-07-21T17:18Z",2.100,12.100,8.340,0.603,0.624,"OK",,"0000-0002-3309-2269",
"1ebcb63c-787d-4112-bc92-a0d9b7d85c52","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-17T23:26Z","2022-07-17T23:26Z","TOOL_043-O-23-20220717","A00000309438","TOOL_043-O-23-20220717-SM","NEON.DOC.014048vO","O","2022-07-18T19:45Z","2022-07-21T17:20Z",2.030,7.010,2.940,4.473,0.183,"OK",,"0000-0002-3309-2269",
"65067bb9-68f7-4c24-b86f-9c74ca119534","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","TOOL_041-M-41-20220717","A00000309753","TOOL_041-M-41-20220717-SM","NEON.DOC.014048vO","M","2022-07-18T19:45Z","2022-07-21T17:15Z",2.000,12.000,8.540,0.529,0.654,"OK",,"0000-0002-3309-2269",
"538d2367-523e-4bd4-94fc-40dae014c746","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","TOOL_043-O-39-20220717","A00000309437","TOOL_043-O-39-20220717-SM","NEON.DOC.014048vO","O","2022-07-18T19:45Z","2022-07-21T17:19Z",2.060,7.080,3.470,2.560,0.281,"OK",,"0000-0002-3309-2269",
"d9aad462-b675-4ab0-9ad4-5530910b85c0","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","TOOL_043-M-39-20220717","A00000309747","TOOL_043-M-39-20220717-SM","NEON.DOC.014048vO","M","2022-07-18T19:45Z","2022-07-21T17:18Z",2.000,12.200,8.490,0.572,0.636,"OK",,"0000-0002-3309-2269",
"c7bf7bd0-4f80-4700-aeac-91dac928541c","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:45Z","2022-07-18T00:45Z","TOOL_041-M-23-20220717","A00000309754","TOOL_041-M-23-20220717-SM","NEON.DOC.014048vO","M","2022-07-18T19:45Z","2022-07-21T17:16Z",2.100,12.100,10.420,0.202,0.832,"OK",,"0000-0002-3309-2269",
