uid,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF
"584e9534-5711-4b85-b7a5-367319d38143","BONA_071.basePlot.bgc","D19","BONA","BONA_071","tower","2019-08-26T18:43Z","2019-09-16T19:14Z","NEON.DOC.014048vL","BONA_071-O-6.5-19-20190916","A00000101021","BONA_071-O-6.5-19-20190916-KCL","B00000046937","BONA_071-O-6.5-19","tFinal",21.02,"2019-09-17T21:25Z","BONA-20190917-BRef1",10.04,100.0,"2019-09-18T00Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"06273eb8-3d4d-4bc6-ae89-042ebedec721","BONA_071.basePlot.bgc","D19","BONA","BONA_071","tower","2019-08-26T18:43Z","2019-09-16T19:14Z","NEON.DOC.014048vL","BONA_071-M-6.5-19-20190916","A00000101139","BONA_071-M-6.5-19-20190916-KCL","B00000046936","BONA_071-M-6.5-19","tFinal",21.02,"2019-09-17T21:25Z","BONA-20190917-BRef1",10.04,100.0,"2019-09-18T00Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"c645c430-69a4-464a-baf7-1569003c7cca","BONA_071.basePlot.bgc","D19","BONA","BONA_071","tower","2019-08-26T19:34Z","2019-09-16T19:00Z","NEON.DOC.014048vL","BONA_071-M-37-8.5-20190916","A00000101020","BONA_071-M-37-8.5-20190916-KCL","B00000046938","BONA_071-M-37-8.5","tFinal",20.98,"2019-09-17T21:25Z","BONA-20190917-BRef1",10.04,100.0,"2019-09-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"63d06aca-8ecf-4436-ac23-4ce725a85b1c","BONA_071.basePlot.bgc","D19","BONA","BONA_071","tower","2019-08-26T19:34Z","2019-09-16T19:00Z","NEON.DOC.014048vL","BONA_071-O-37-8.5-20190916","A00000101140","BONA_071-O-37-8.5-20190916-KCL","B00000046939","BONA_071-O-37-8.5","tFinal",20.98,"2019-09-17T21:25Z","BONA-20190917-BRef1",10.02,101.0,"2019-09-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"4cb09da9-ac2b-46ac-9c00-9e1b9b4a2890","BONA_071.basePlot.bgc","D19","BONA","BONA_071","tower","2019-08-26T20:22Z","2019-09-16T18:45Z","NEON.DOC.014048vL","BONA_071-M-39-31.5-20190916","A00000101138","BONA_071-M-39-31.5-20190916-KCL","B00000046940","BONA_071-M-39-31.5","tFinal",20.93,"2019-09-17T21:21Z","BONA-20190917-BRef1",10.01,100.0,"2019-09-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"1734a7d2-fa21-4b42-b4ea-e716069f5ad1","BONA_071.basePlot.bgc","D19","BONA","BONA_071","tower","2019-08-26T20:22Z","2019-09-16T18:45Z","NEON.DOC.014048vL","BONA_071-O-39-31.5-20190916","A00000101013","BONA_071-O-39-31.5-20190916-KCL","B00000046941","BONA_071-O-39-31.5","tFinal",20.93,"2019-09-17T21:22Z","BONA-20190917-BRef1",10.02,100.0,"2019-09-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"2a54fdfa-28c6-4a36-a029-0a672ec43557","BONA_070.basePlot.bgc","D19","BONA","BONA_070","tower","2019-08-26T22:20Z","2019-09-16T19:16Z","NEON.DOC.014048vL","BONA_070-O-26-8.5-20190916","A00000101017","BONA_070-O-26-8.5-20190916-KCL","B00000046947","BONA_070-O-26-8.5","tFinal",20.87,"2019-09-17T21:14Z","BONA-20190917-BRef1",10.03,100.0,"2019-09-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"94816065-2477-45ca-aa2e-6d2af9d91706","BONA_070.basePlot.bgc","D19","BONA","BONA_070","tower","2019-08-26T22:20Z","2019-09-16T19:17Z","NEON.DOC.014048vL","BONA_070-M-26-8.5-20190916","A00000101015","BONA_070-M-26-8.5-20190916-KCL","B00000046946","BONA_070-M-26-8.5","tFinal",20.87,"2019-09-17T21:15Z","BONA-20190917-BRef1",10.03,100.0,"2019-09-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"c71f4a2d-db10-4f15-9fa8-b5c295a80779","BONA_080.basePlot.bgc","D19","BONA","BONA_080","tower","2019-08-26T22:21Z","2019-09-16T20:05Z","NEON.DOC.014048vL","BONA_080-O-5-9-20190916","A00000101136","BONA_080-O-5-9-20190916-KCL","B00000046931","BONA_080-O-5-9","tFinal",20.91,"2019-09-17T21:27Z","BONA-20190917-BRef1",10.02,100.0,"2019-09-18T00Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
"382696fc-aed6-4b44-9166-064869efd2fe","BONA_080.basePlot.bgc","D19","BONA","BONA_080","tower","2019-08-26T22:23Z","2019-09-16T20:05Z","NEON.DOC.014048vL","BONA_080-M-5-9-20190916","A00000101133","BONA_080-M-5-9-20190916-KCL","B00000046930","BONA_080-M-5-9","tFinal",20.90,"2019-09-17T21:27Z","BONA-20190917-BRef1",10.05,100.0,"2019-09-18T00Z","OK",,"0000-0002-2117-4697","0000-0002-8470-9898",
