uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"538949a8-e91c-4d5f-963e-3bd3a0ddca02","D19","BONA","2019-09-17","2019-09-17","BONA-20190917-BREF1","BONA-20190917-BREF1-A","B00000046901","BONA-20190917-BREF1-B","B00000046900","BONA-20190917-BREF1-C","B00000046899",,
"d4d98742-b2b6-41ef-b3a1-463d310d430a","D19","BONA","2019-09-19","2019-09-19","BONA-20190919-BREF1","BONA-20190919-BREF1-A","B00000046986","BONA-20190919-BREF1-B","B00000046923","BONA-20190919-BREF1-C","B00000046898",,
