uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF
"06c3f7d3-9270-436f-b86e-dda9c2aa538f","D18","TOOL","2017-07-20","2017-07-20","TOOL-20170720-BREF1","TOOL-20170720-BREF1-A",,"TOOL-20170720-BREF1-B",,"TOOL-20170720-BREF1-C",,,
"9a6c34cb-c066-4cb5-9cff-003445828b57","D18","TOOL","2017-07-22","2017-07-22","TOOL-20170722-BREF1","TOOL-20170722-BREF1-A",,"TOOL-20170722-BREF1-B",,"TOOL-20170722-BREF1-C",,,
"08ad1213-f882-42cb-ad45-1a66250713fb","D18","TOOL","2017-07-27","2017-07-27","TOOL-20170727-BREF1","TOOL-20170727-BREF1-A",,"TOOL-20170727-BREF1-B",,"TOOL-20170727-BREF1-C",,,
